type,title,original_title,year,tvdb_id,tmdb_id,favorite,list_status,added_at,for_later_at,stopped_watching_at,hidden_at
show,Kakegurui,賭ケグルイ,2017,327572,72305,no,watching,2022-10-10T22:33:22.000Z,,,
show,BLUE LOCK,ブルーロック,2022,408629,131041,no,watching,2022-10-10T22:32:30.000Z,,,
show,Cyberpunk: Edgerunners,サイバーパンク エッジランナーズ,2022,384541,105248,no,watching,2022-09-30T23:37:51.000Z,,,
show,Call of the Night,よふかしのうた,2022,412374,138357,no,watching,2022-09-20T09:02:49.000Z,,,
show,Lycoris Recoil,リコリス・リコイル,2022,414057,154494,no,watching,2022-09-17T14:12:44.000Z,,,
show,Classroom of the Elite,ようこそ実力至上主義の教室へ,2017,329822,72517,no,watching,2022-08-25T09:31:47.000Z,,,
show,"Love, Death & Robots","Love, Death & Robots",2019,357888,86831,no,watching,2022-06-16T15:36:04.000Z,,,
show,The Office (US),The Office (US),2005,73244,2316,no,watching,2022-06-16T15:35:41.000Z,,,
movie,Summer Ghost,サマーゴースト,2021,,798544,no,following,2022-05-31T15:49:19.000Z,,,
show,Ya Boy Kongming!,パリピ孔明,2022,412580,138441,no,watching,2022-05-27T12:35:03.000Z,,,
show,Tomodachi Game,トモダチゲーム,2022,412031,137718,no,watching,2022-05-27T07:11:08.000Z,,,
show,Summer Time Rendering,サマータイムレンダ,2022,407306,117933,no,watching,2022-05-26T11:40:41.000Z,,,
show,My Dress-Up Darling,その着せ替え人形は恋をする,2022,401233,123249,no,watching,2022-05-23T15:24:23.000Z,,,
show,Panchayat,पंचायत,2020,379446,101352,no,watching,2022-05-20T14:56:08.000Z,,,
show,Aoashi,アオアシ,2022,407840,126437,no,watching,2022-05-14T14:40:47.000Z,,,
show,SPY x FAMILY,SPY×FAMILY,2022,405920,120089,no,watching,2022-04-06T09:52:47.000Z,,,
show,Inventing Anna,Inventing Anna,2022,371944,95665,no,watching,2022-03-04T17:38:24.000Z,,,
show,Sonny Boy,Sonny Boy -サニーボーイ-,2021,401948,124396,no,watching,2022-02-11T10:36:47.000Z,,,
show,Link Click,时光代理人,2021,402033,123542,no,watching,2022-02-02T19:28:01.000Z,,,
movie,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,2020,,533514,no,following,2022-01-16T19:46:39.000Z,,,
movie,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,劇場版「鬼滅の刃」無限列車編,2020,,635302,no,following,2022-01-16T19:46:12.000Z,,,
show,Ranking of Kings,王様ランキング,2021,391625,112613,no,watching,2022-01-12T13:23:37.000Z,,,
show,Hawkeye (2021),Hawkeye (2021),2021,367146,88329,no,watching,2021-12-13T14:36:26.000Z,,,
show,Takt op.Destiny,takt op.Destiny,2021,405661,121787,no,watching,2021-12-13T14:14:44.000Z,,,
show,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,世界最高の暗殺者、異世界貴族に転生する,2021,398193,118821,no,watching,2021-12-13T14:14:40.000Z,,,
movie,Army of Thieves,Army of Thieves,2021,,796499,no,following,2021-12-13T14:05:15.000Z,,,
movie,Wonder Woman 1984,Wonder Woman 1984,2020,,464052,no,following,2021-12-13T14:05:11.000Z,,,
movie,Venom,Venom,2018,,335983,no,following,2021-12-13T14:05:06.000Z,,,
movie,Sooryavanshi,सूर्यवंशी,2021,,592508,no,following,2021-12-13T14:04:51.000Z,,,
movie,Spider-Man: No Way Home,Spider-Man: No Way Home,2021,,634649,no,following,2021-12-13T14:03:35.000Z,,,
movie,Eternals,Eternals,2021,,524434,no,following,2021-12-13T14:03:21.000Z,,,
movie,Dune,Dune,2021,,438631,no,following,2021-12-13T14:03:04.000Z,,,
movie,Venom: Let There Be Carnage,Venom: Let There Be Carnage,2021,,580489,no,following,2021-12-13T14:02:56.000Z,,,
movie,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,2021,,566525,no,following,2021-12-13T14:02:30.000Z,,,
show,Arcane,Arcane,2021,371028,94605,no,watching,2021-11-19T16:41:28.000Z,,,
movie,Red Notice,Red Notice,2021,,512195,no,following,2021-11-19T16:40:57.000Z,,,
show,Squid Game,오징어 게임,2021,383275,93405,no,watching,2021-11-10T15:13:09.000Z,,,
show,Platinum End,プラチナエンド,2021,399902,114892,no,for_later,2021-10-08T15:41:06.000Z,2021-10-08T15:41:06.000Z,,
show,What If…?,What If…?,2021,367147,91363,no,for_later,2021-08-25T15:47:02.000Z,2021-08-25T15:47:02.000Z,,
show,Loki,Loki,2021,362472,84958,no,watching,2021-06-09T11:48:21.000Z,,,
show,Vivy: Fluorite Eye's Song,Vivy-Flourite Eye's Song-,2021,397774,116725,no,watching,2021-05-05T14:41:54.000Z,,,
show,86: Eighty Six,８６―エイティシックス―,2021,378609,100565,no,watching,2021-05-05T14:41:47.000Z,,,
show,To Your Eternity,不滅のあなたへ,2021,375271,97525,no,watching,2021-05-05T14:41:22.000Z,,,
show,The Slime Diaries,転スラ日記 転生したらスライムだった件,2021,385374,118541,no,watching,2021-04-06T16:01:34.000Z,,,
movie,Zack Snyder's Justice League,Zack Snyder's Justice League,2021,,791373,no,following,2021-03-20T08:47:02.000Z,,,
show,The Falcon and The Winter Soldier,The Falcon and The Winter Soldier,2021,362496,88396,no,watching,2021-03-20T08:46:44.000Z,,,
show,Horimiya,ホリミヤ,2021,388593,110070,no,watching,2021-02-21T07:19:16.000Z,,,
movie,Parasite,기생충,2019,,496243,no,following,2021-01-27T05:14:51.000Z,,,
show,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,2021,371310,94664,no,watching,2021-01-24T19:54:43.000Z,,,
show,WandaVision,WandaVision,2021,362392,85271,no,watching,2021-01-20T04:25:55.000Z,,,
show,Tandav,तांडव,2021,393528,114796,no,watching,2021-01-20T04:23:37.000Z,,,
show,Special Ops (2020),स्पेशल ऑप्स,2020,378548,100612,no,watching,2020-11-08T20:49:27.000Z,,,
show,Moriarty the Patriot,憂国のモリアーティ,2020,385542,100281,no,watching,2020-11-02T19:15:38.000Z,,,
show,Akudama Drive,アクダマドライブ,2020,378879,100436,no,watching,2020-11-01T08:57:34.000Z,,,
show,Scam 1992 - The Harshad Mehta Story,Scam 1992 - The Harshad Mehta Story,2020,389680,111188,no,watching,2020-10-30T16:09:56.000Z,,,
show,The Boys,The Boys,2019,355567,76479,no,watching,2020-10-17T14:18:57.000Z,,,
show,Higurashi: When They Cry,ひぐらしのなく頃に,2020,385002,100988,no,watching,2020-10-12T16:19:16.000Z,,,
show,JUJUTSU KAISEN,呪術廻戦,2020,377543,95479,no,watching,2020-10-10T15:56:54.000Z,,,
show,Noblesse,NOBLESSE -ノブレス-,2020,386818,99779,no,watching,2020-10-07T15:00:15.000Z,,,
show,Rent-a-Girlfriend,彼女、お借りします,2020,380654,96316,no,watching,2020-07-16T06:56:03.000Z,,,
show,Deca-Dence,デカダンス,2020,378878,92588,no,watching,2020-07-15T15:31:10.000Z,,,
show,The Misfit of Demon King Academy,魔王学院の不適合者,2020,375927,97617,no,watching,2020-07-07T18:41:25.000Z,,,
show,The God of High School,THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール,2020,378556,99778,no,watching,2020-07-05T16:55:10.000Z,,,
show,Fire Force,炎炎ノ消防隊,2019,355480,88046,no,watching,2020-07-01T14:43:23.000Z,,,
show,Akame ga Kill!,アカメが斬る!,2014,280329,61223,no,watching,2020-06-26T18:57:52.000Z,,,
show,WATATEN!: an Angel Flew Down to Me,私に天使が舞い降りた！,2019,355969,84666,no,watching,2020-06-21T07:23:52.000Z,,,
show,Neon Genesis Evangelion,新世紀エヴァンゲリオン,1995,70350,890,no,watching,2020-06-05T04:15:13.000Z,,,
show,"Re: ZERO, Starting Life in Another World",Re：ゼロから始める異世界生活,2016,305089,65942,no,watching,2020-06-05T04:14:09.000Z,,,
show,Monster,モンスター,2004,74599,30981,no,watching,2020-05-10T08:06:23.000Z,,,
show,BNA,BNA ビー・エヌ・エー,2020,366460,92592,no,watching,2020-05-03T16:52:17.000Z,,,
show,The 8th son? Are you kidding me?,八男って、それはないでしょう！,2020,374787,99624,no,watching,2020-05-03T16:52:11.000Z,,,
show,Cosmos (2014),Cosmos (2014),2014,260586,58474,no,watching,2020-04-28T10:48:17.000Z,,,
show,Hasmukh,Hasmukh,2020,380453,102084,no,watching,2020-04-28T10:45:55.000Z,,,
show,Asur,असुर,2020,378231,100911,no,watching,2020-04-16T05:50:13.000Z,,,
show,The Millionaire Detective – Balance: UNLIMITED,富豪刑事 Balance:UNLIMITED,2020,376211,98491,no,watching,2020-04-10T17:28:32.000Z,,,
movie,Train to Busan,부산행,2016,,396535,no,following,2020-04-10T07:10:15.000Z,,,
movie,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,映画 この素晴らしい世界に祝福を！紅伝説,2019,,532067,no,following,2020-04-10T07:09:53.000Z,,,
show,Tower of God,神之塔 -Tower of God-,2020,376729,97860,no,watching,2020-04-08T09:37:52.000Z,,,
show,ID: INVADED,ID:INVADED イド:インヴェイデッド,2020,370377,92602,no,watching,2020-02-20T07:58:19.000Z,,,
show,The Big Bang Theory,The Big Bang Theory,2007,80379,1418,no,watching,2020-02-16T13:14:55.000Z,,,
show,The Witcher,The Witcher,2019,362696,71912,no,watching,2020-02-05T09:46:36.000Z,,,
show,Inside Edge,Inside Edge,2017,331553,72739,no,stopped,2020-01-28T14:36:12.000Z,,2020-01-28T14:36:12.000Z,
show,"Bofuri: I Don't Want to Get Hurt, so I'll Max Out My Defense",痛いのは嫌なので防御力に極振りしたいと思います。,2020,373679,96402,no,stopped,2020-01-17T14:03:15.000Z,,2020-01-17T14:03:15.000Z,
show,Plunderer,プランダラ,2020,368562,93149,no,watching,2020-01-16T17:32:31.000Z,,,
show,Darwin's Game,ダーウィンズゲーム,2020,355220,85942,no,watching,2020-01-13T01:36:40.000Z,,,
show,Somali and the Forest Spirit,ソマリと森の神様,2020,372921,92586,no,watching,2020-01-12T08:50:07.000Z,,,
show,Rick and Morty,Rick and Morty,2013,275274,60625,no,watching,2019-11-05T22:20:03.000Z,,,
show,Cautious Hero: The Hero Is Overpowered but Overly Cautious,慎重勇者～この勇者が俺TUEEEくせに慎重すぎる～,2019,369048,93256,no,watching,2019-10-14T15:56:50.000Z,,,
movie,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad Movie,2019,,559969,no,following,2019-10-14T12:23:03.000Z,,,
show,High School Prodigies Have It Easy Even in Another World!,超人高校生たちは異世界でも余裕で生き抜くようです！,2019,369395,91269,no,watching,2019-10-14T12:22:16.000Z,,,
show,The Founder of Diabolism,魔道祖师,2018,341295,80732,no,for_later,2019-08-23T16:25:24.000Z,2019-08-23T16:25:24.000Z,,
show,Altered Carbon,Altered Carbon,2018,332331,68421,no,watching,2019-08-23T07:47:36.000Z,,,
show,The King's Avatar (2019),全职高手,2019,364866,91470,no,watching,2019-08-21T16:38:14.000Z,,,
show,From the New World,新世界より,2012,262838,53052,no,watching,2019-08-20T18:49:15.000Z,,,
movie,Mission: Impossible II,Mission: Impossible II,2000,,955,no,following,2019-08-18T02:36:38.000Z,,,
movie,Mission: Impossible,Mission: Impossible,1996,,954,no,following,2019-08-18T02:36:38.000Z,,,
movie,Mission: Impossible III,Mission: Impossible III,2006,,956,no,following,2019-08-18T02:36:38.000Z,,,
movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018,,353081,no,following,2019-08-18T02:36:36.000Z,,,
movie,Annabelle,Annabelle,2014,,250546,no,following,2019-08-18T02:35:15.000Z,,,
movie,The Fast and the Furious,The Fast and the Furious,2001,,9799,no,following,2019-08-18T02:35:12.000Z,,,
movie,2 Fast 2 Furious,2 Fast 2 Furious,2003,,584,no,following,2019-08-18T02:35:00.000Z,,,
movie,Fast & Furious 6,Fast & Furious 6,2013,,82992,no,following,2019-08-18T02:34:49.000Z,,,
movie,Cars 2,Cars 2,2011,,49013,no,following,2019-08-18T02:34:44.000Z,,,
movie,The Wolverine,The Wolverine,2013,,76170,no,following,2019-08-18T02:34:23.000Z,,,
movie,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,2009,,18360,no,following,2019-08-18T02:33:49.000Z,,,
movie,It Chapter Two,It Chapter Two,2019,,474350,no,following,2019-08-18T02:33:41.000Z,,,
movie,Sherlock Holmes,Sherlock Holmes,2009,,10528,no,following,2019-08-18T02:33:33.000Z,,,
movie,The Conjuring,The Conjuring,2013,,138843,no,following,2019-08-18T02:33:20.000Z,,,
movie,Men in Black II,Men in Black II,2002,,608,no,following,2019-08-18T02:33:14.000Z,,,
movie,The Revenant,The Revenant,2015,,281957,no,for_later,2019-08-18T02:33:10.000Z,2019-08-18T02:33:10.000Z,,
movie,Despicable Me 2,Despicable Me 2,2013,,93456,no,following,2019-08-18T02:33:06.000Z,,,
movie,X-Men: The Last Stand,X-Men: The Last Stand,2006,,36668,no,following,2019-08-18T02:33:03.000Z,,,
movie,X2,X2,2003,,36658,no,following,2019-08-18T02:33:01.000Z,,,
movie,X-Men Origins: Wolverine,X-Men Origins: Wolverine,2009,,2080,no,following,2019-08-18T02:32:57.000Z,,,
movie,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,2006,,9615,no,following,2019-08-18T02:32:54.000Z,,,
movie,Godzilla,Godzilla,2014,,124905,no,following,2019-08-18T02:32:40.000Z,,,
movie,The Dark Knight Rises,The Dark Knight Rises,2012,,49026,no,following,2019-08-18T02:32:07.000Z,,,
movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,2015,,177677,no,following,2019-08-18T02:32:00.000Z,,,
movie,X-Men: First Class,X-Men: First Class,2011,,49538,no,following,2019-08-18T02:31:58.000Z,,,
movie,Cars,Cars,2006,,920,no,following,2019-08-18T02:31:56.000Z,,,
movie,Men in Black 3,Men in Black 3,2012,,41154,no,following,2019-08-18T02:31:42.000Z,,,
movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,,56292,no,following,2019-08-18T02:31:06.000Z,,,
movie,Kung Fu Panda 2,Kung Fu Panda 2,2011,,49444,no,following,2019-08-18T02:30:49.000Z,,,
movie,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,2023,,447365,no,following,2019-08-18T02:30:41.000Z,,,
movie,Spider-Man,Spider-Man,2002,,557,no,following,2019-08-18T02:30:11.000Z,,,
movie,Transformers,Transformers,2007,,1858,no,following,2019-08-18T02:30:06.000Z,,,
movie,Now You See Me 2,Now You See Me 2,2016,,291805,no,following,2019-08-18T02:29:56.000Z,,,
movie,Now You See Me,Now You See Me,2013,,75656,no,following,2019-08-18T02:29:49.000Z,,,
movie,Wreck-It Ralph,Wreck-It Ralph,2012,,82690,no,following,2019-08-18T02:29:40.000Z,,,
movie,Thor: The Dark World,Thor: The Dark World,2013,,76338,no,following,2019-08-18T02:29:31.000Z,,,
movie,Dark Phoenix,Dark Phoenix,2019,,320288,no,for_later,2019-08-18T02:29:27.000Z,2019-08-18T02:29:27.000Z,,
movie,Green Book,Green Book,2018,,490132,no,following,2019-08-18T02:29:20.000Z,,,
movie,Fantastic Four,Fantastic Four,2005,,9738,no,following,2019-08-18T02:29:15.000Z,,,
movie,Men in Black: International,Men in Black: International,2019,,479455,no,following,2019-08-18T02:29:12.000Z,,,
movie,X-Men: Apocalypse,X-Men: Apocalypse,2016,,246655,no,following,2019-08-18T02:29:04.000Z,,,
movie,Man of Steel,Man of Steel,2013,,49521,no,following,2019-08-18T02:28:56.000Z,,,
movie,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,,127585,no,following,2019-08-18T02:28:52.000Z,,,
movie,X-Men,X-Men,2000,,36657,no,following,2019-08-18T02:28:47.000Z,,,
movie,Kung Fu Panda,Kung Fu Panda,2008,,9502,no,following,2019-08-18T02:28:44.000Z,,,
movie,Red Sparrow,Red Sparrow,2018,,401981,no,following,2019-08-18T02:28:38.000Z,,,
movie,The Terminator,The Terminator,1984,,218,no,following,2019-08-18T02:28:25.000Z,,,
movie,Night at the Museum,Night at the Museum,2006,,1593,no,following,2019-08-18T02:27:33.000Z,,,
movie,Iron Man 2,Iron Man 2,2010,,10138,no,following,2019-08-18T02:27:29.000Z,,,
movie,Wonder Woman,Wonder Woman,2017,,297762,no,following,2019-08-18T02:27:24.000Z,,,
movie,Iron Man 3,Iron Man 3,2013,,68721,no,following,2019-08-18T02:27:19.000Z,,,
movie,Spider-Man 2,Spider-Man 2,2004,,558,no,following,2019-08-18T02:26:59.000Z,,,
movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,,100402,no,following,2019-08-18T02:26:55.000Z,,,
movie,Big Hero 6,Big Hero 6,2014,,177572,no,following,2019-08-18T02:26:46.000Z,,,
movie,Pulp Fiction,Pulp Fiction,1994,,680,no,following,2019-08-18T02:26:41.000Z,,,
movie,The Incredible Hulk,The Incredible Hulk,2008,,1724,no,following,2019-08-18T02:26:31.000Z,,,
movie,Thor,Thor,2011,,10195,no,following,2019-08-18T02:26:17.000Z,,,
movie,The Mask,The Mask,1994,,854,no,following,2019-08-18T02:26:08.000Z,,,
movie,Avatar,Avatar,2009,,19995,no,following,2019-08-18T02:25:51.000Z,,,
movie,Finding Nemo,Finding Nemo,2003,,12,no,following,2019-08-18T02:25:47.000Z,,,
movie,Forrest Gump,Forrest Gump,1994,,13,no,following,2019-08-18T02:25:43.000Z,,,
movie,Inception,Inception,2010,,27205,no,following,2019-08-18T02:25:00.000Z,,,
movie,Annihilation,Annihilation,2018,,300668,no,following,2019-08-18T02:23:40.000Z,,,
movie,Batman Begins,Batman Begins,2005,,272,no,following,2019-08-18T02:22:59.000Z,,,
